time,message,message_id,channel_id,search_term,link
2023-10-12 20:35:31+00:00,https://m.facebook.com/story.php?story_fbid=pfbid0RLSzuHsUQYyj62GU8LPRgrcgTwxLJhUF24H93xfMma2wArvD7seahpy55Vm2P9fpl&id=100034687911599&mibextid=Nif5oz,101977,1351412444,.id,https://t.me/c/1351412444/101977
2023-10-12 20:10:52+00:00,https://m.facebook.com/story.php?story_fbid=pfbid0dCFhohC5H2x8gLsu3wUuZ7yFKgdYRf6SVySXAAPL1pqyAzo72YHHZq2RCk1c7kZol&id=100001265056819&mibextid=ZbWKwL,101920,1351412444,.id,https://t.me/c/1351412444/101920
2023-10-12 19:55:47+00:00,"""נאצים בשומרון"": פיצרייה בחווארה מפרסמת פיצות עם תמונת זקנה יהודיה חטופה

פיצרייה מהכפר חווארה בשומרון עם סניף נוסף בעיר שכם, פרסמה פיצות באמצעות תמונת זקנה יהודיה שנחטפה בידי חמאס.
טלפון של הפיצריה: 059-3021101. דף הפייסבוק של הפיצריה: https://www.facebook.com/profile.php?id=100050027394251

העיתונאי עמית סגל פרסם את הידיעה וכתב ""מחליא"", ""פרו נאצים"".",101883,1351412444,.id,https://t.me/c/1351412444/101883
2023-10-12 18:11:34+00:00,"""נאצים בשומרון"": פיצרייה בחווארה מפרסמת פיצות עם תמונת זקנה יהודיה חטופה

פיצרייה מהכפר חווארה בשומרון עם סניף נוסף בעיר שכם, פרסמה פיצות באמצעות תמונת זקנה יהודיה שנחטפה בידי חמאס.
טלפון של הפיצריה: 059-3021101. דף הפייסבוק של הפיצריה: https://www.facebook.com/profile.php?id=100050027394251",101746,1351412444,.id,https://t.me/c/1351412444/101746
2023-10-12 10:04:56+00:00,אני צריך URLs  עם ID ספציפי של התגובות המסיתות. בבקשה שלחו לי מסודר ואעביר למטא,101460,1351412444,.id,https://t.me/c/1351412444/101460
2023-10-12 10:04:12+00:00,"https://www.facebook.com/channel13israel/posts/pfbid0tQnGFTCqS2B48KDtdY5QZSA6r3N77SRgR94wHEyLH8eDtqJDm7fhM4BFG8XNpmJml?comment_id=1004916257293864&__cft__[0]=AZUS4QZNiSt5SX0xFZcjkz6_FoAJRetDm26-snS2FBtX5qlOdEyX15I3DTg0wY702Lmb9SJrzuvIdC5YZVW1m73Fgqw3sryRxlBxjj2vtHI30j-YaM0jDFKmz6BhcLYI3hVUxZesao0RGak3OmOOCtntn__=R]-R

לתגובה הזו?",101459,1351412444,.id,https://t.me/c/1351412444/101459
2023-10-12 09:44:04+00:00,https://www.facebook.com/profile.php?id=100053877784403&mibextid=9R9pXO,101442,1351412444,.id,https://t.me/c/1351412444/101442
2023-10-11 21:27:45+00:00,אני מחפש סיפים שיתנו לי לקסטם caller ID בקונפיג,101338,1351412444,.id,https://t.me/c/1351412444/101338
2023-10-11 21:25:00+00:00,"אפשר גם freepbx.
רק שאין היום הרבה טסטרים, הרבה מבקשים אשראי או ID",101329,1351412444,.id,https://t.me/c/1351412444/101329
2023-10-10 15:30:27+00:00,"""contact"": {
    ""cached"": true,
    ""is_my_contact"": false,
    ""is_pending_name_change"": false,
    ""is_permanent"": false,
    ""is_shared_location"": false,
    ""name"": ""Asel Khamaisi"",
    ""phone_number"": 972533304243,
    ""picture"": null,
    ""suggested_as_spam"": 0,
    ""user"": {
      ""business_profile"": null,
      ""comment_count"": 0,
      ""distance"": null,
      ""email"": ""y5zj22pmmj@privaterelay.appleid.com"",
      ""first_name"": ""Asel"",
      ""gender"": null,
      ""id"": 11388680,
      ""is_business"": false,
      ""is_premium"": false,
      ""is_verified"": false,
      ""last_name"": ""Khamaisi"",
      ""location_enabled"": true,
      ""phone_number"": 972533304243,
      ""profile_picture"": null,
      ""slogan"": null,
      ""uuid"": ""a9027b2c-d3ae-4665-8cf1-6dd9c9b34c0d"",
      ""verify_subscription"": true
    },
    ""user_type"": ""BLUE""
  }
}",99991,1351412444,.id,https://t.me/c/1351412444/99991
2023-10-08 11:52:16+00:00,"⚠️אזהרת טריגר קשה לצפייה ⚠️

הבני זונות האלה אונסים בנות שלנו שהם חטפו ואז רוצחים אותם ומפרסמים את זה בגאווה לאן הגענו לעזעזאל?!!!?

לפוסט:
https://m.facebook.com/story.php?story_fbid=pfbid07v2z22s7w4WahQAfA5oox5Vuyids1ZtmuVGTYNbyGhYX29TWSJVmwubptgXNHSUql&id=100066160043736&mibextid=Nif5oz
ערוץ הטלגרם | הקבוצה בטלגרם | האינסטגרם | הפייסבוק | #זמן_תיקון",97601,1351412444,.id,https://t.me/c/1351412444/97601
2023-10-08 07:03:22+00:00,https://www.facebook.com/profile.php?id=100033317855049&mibextid=ZbWKwL,97351,1351412444,.id,https://t.me/c/1351412444/97351
2023-10-08 01:48:50+00:00,"dancohen3000@gmail.com:y55uma
dancohen3000@gmail.com:volcano1
...20601,,Rebel Media Productions,"""",881661729,1064685,""1523 White Pl SE  Washington, DC 20020"",""1523 White Pl SE  Washington, DC 20020"",hvillar@rttv.ru,dancohen3000@gmail.com,2029103130,,,""["""""""", """""""", """""""", """""""", """""""", """""""", """"""""]"",us_citizen,06/01/2022 00:00,05/31/2023 00:00,active
{""_id"":{""$oid"":""5a6aed33ec52fb31d6f3b4f4""},""email"":""DANCOHEN3000@GMAIL.COM"",""email_lower_sha256"":""4e952f5306f28710da48be5fcd330a054d67a07f31f5a44f731fd5b0a2ccca3a""}
dancohen3000@gmail.com:jynYGYGQGZnIJFbznoA
dancohen3000@gmail.com',NULL,NULL,NULL,'aecc702691de16ee7173754355d97ac0dc37d419',NULL,NULL,NULL,NULL,'2012-03-20 06:34:51','2017-02-01 23:19:52',1,40042569,0,4,NULL,NULL,N...
23778952,thenation-aba02c9fca11135caddb62ea32aa6adb,"""","""",dancohen3000@gmail.com,"""",f,t,f,2012-03-20 01:09:27.222076-04,2012-03-20 01:09:27.222095-04
Email: dancohen3000@gmail.com - Name: Dan Cohen - ScreenName: dancohen3000 - Followers: 72759 - Created At: Thu Oct 06 21:21:14 +0000 2011
103720,thekillingofgaza.com,""ENOM, INC."",DANCOHEN3000@GMAIL.COM,whois.enom.com,DNS1.NAME-SERVICES.COM|DNS2.NAME-SERVICES.COM|DNS3.NAME-SERVICES.COM|DNS4.NAME-SERVICES.COM|DNS5.NAME-SERVICES.COM|,04-feb-2015,04-feb...
...TC,2015-02-04 00:00:00 UTC,2017-02-04 00:00:00 UTC,clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited,2015-02-04 08:00:00 UTC,DANCOHEN3000@GMAIL.COM,DANIEL COHEN,,4714 EAST ROCKLEDGE RD,,,,PHOENIX,AZ,85044,UNITED STATES,,,14806509998,,DANCOHEN3000@GMAIL.COM,DANIEL COHEN,,4714 EAST ROCKLEDGE RD,,,,...
...ansferProhibited,2015-02-04 08:00:00 UTC,DANCOHEN3000@GMAIL.COM,DANIEL COHEN,,4714 EAST ROCKLEDGE RD,,,,PHOENIX,AZ,85044,UNITED STATES,,,14806509998,,DANCOHEN3000@GMAIL.COM,DANIEL COHEN,,4714 EAST ROCKLEDGE RD,,,,PHOENIX,AZ,85044,UNITED STATES,,,14806509998,,,,,,,,,,,,,,,,,DANCOHEN3000@GMAIL.COM,DANIEL COHEN,,4714 EAST R...
...TED STATES,,,14806509998,,DANCOHEN3000@GMAIL.COM,DANIEL COHEN,,4714 EAST ROCKLEDGE RD,,,,PHOENIX,AZ,85044,UNITED STATES,,,14806509998,,,,,,,,,,,,,,,,,DANCOHEN3000@GMAIL.COM,DANIEL COHEN,,4714 EAST ROCKLEDGE RD,,,,PHOENIX,AZ,85044,UNITED STATES,,,14806509998,,,,,,,,,,,,,,,,,48
""climbon.pro"",""Network Solutions, LLC (R2353-PRO)"",""dancohen3000@gmail.com"","""",""NS56.WORLDNIC.COM|NS55.WORLDNIC.COM|"",""30-Nov-2012 19:40:54 UTC"",""30-Nov-2012 19:43:27 UTC"",""30-Nov-2013 19:40:54 UTC"",""2012-11-30 19:40:54 UTC""...
...:40:54 UTC"",""2012-11-30 19:43:27 UTC"",""2013-11-30 19:40:54 UTC"",""CLIENT TRANSFER PROHIBITED TRANSFER PROHIBITED ADDPERIOD"",""2012-12-01 08:00:00 UTC"",""dancohen3000@gmail.com"",""Climb On"","""",""4714 E. Rockledge  Rd."","""","""","""",""Phoenix"",""AZ"",""85044"",""US"","""","""",""+1.4806509998"","""",""dancohen3000@gmail.com"",""Dan Cohen"","""",""4714 E. Rockledge",97222,1351412444,.id,https://t.me/c/1351412444/97222
2023-10-07 15:03:16+00:00,שניה נוציא תמספר id שלו,96357,1351412444,.id,https://t.me/c/1351412444/96357
2023-10-06 05:31:49+00:00,"הידעתם שלגוגל יש אתר קורסים חינמי?🙀

לא הרבה לא יודעים את זה אבל לגוגל יש אתר של קורסים מקוונים בחינם!💲
הקורסים האלה מתאימים בעיקר למתחילים אבל זה נותן לכם בסיס טוב שיעזור לכם

דוגמאות לקורסים:🎃
•הבנת העקרונות הבסיסיים של כתיבת קוד
•קידום העסק בעזרת פרסום באינטרנט
•יצירת נוכחות אינטרנטית לעסק
•שיפור האבטחה המקוונת של העסק
•העקרונות הבסיסיים של שיווק בדיגיטל
ועוד הרבה... (כמובן שזה כל הזמן מתעדכן😉)

לאתר הקורסים של גוגל🔎
👈לחצו כאן➡️
שימו 💖 שזה הקורסים בעברית ואם תעברו לשפה אחרת כנראה יחשפו לכם עוד מגוון רחב של קורסים!🤩

הפוסט נכתב ע""י האחד והיחיד @AcrasKing 🧟

הפוסט נכתב בלעדית לערוץ @Hackedrboy 
ואין להעביר ללא קרדיט בשום פנים ואופן✍️

חג שמח🔤🔤",95838,1351412444,.id,https://t.me/c/1351412444/95838
2023-09-30 18:28:39+00:00,https://play.google.com/store/apps/details?id=com.pcentra.ravkavonlinemobile,95177,1351412444,.id,https://t.me/c/1351412444/95177
2023-09-30 18:12:18+00:00,"​​חדשות סייבר מהארץ בשבוע החולף 🇮🇱

בשבוע החולף בארץ רב תשומת הלב היתה על קבוצת התקיפה Rhysida שפרצה לאורט הרמלין, לאחר המתנה של שבוע פורסמו כמעט 100GB של מידע מהמכללה, אבל היו גם דברים נוספים. 👇

⚠️ פריצות לאתרים וגניבת מידע (האחרון טרם קיבל התייחסות רשמית):
villagolan.co.il - 29/9 17:33
indigo-graphics.co.il - 29/9 15:50
ofermelamed.co.il - 29/9 15:50
kangaroostore.co.il - 27/9 19:31
ravkavonline.co.il - 26/9 15:19

⚠️ קצת השחתת אתרים של סקידים:
noyaevents[.]co[.]il/?page_id=2897
mariawell-fit[.]co[.]il

⚠️ הרבה מאוד DDOSים השבוע, חלק גדול מהם קטנים ובטוח שחלקם גם לא צלחו:

isoc.org.il - 30/9 07:41, 26/9 14:47
sii.org.il - 30/9 07:41
radio.bgu.ac.il - 30/9 07:41, 26/9 14:47
college.org.il - 30/9 07:41
ict.org.il - 30/9 07:41
campus.gov.il - 30/9 07:41
my.gov.il/landing - 30/9 07:41
boi.org.il - 30/9 07:41
space.gov.il - 30/9 07:41
most.gov.il - 30/9 02:14
atlas.co.il - 29/9 20:29
k.co.il - 29/9 20:18
bus.gov.il - 29/9 05:13
jiis.org.il - 28/9 16:09
space.gov.il - 27/9 08:48
iaf.org.il - 26/9 17:53
digitaltrans.gov.il - 26/9 16:10
ravkavonline.co.il - 26/9 15:30
givatayim.muni.il - 26/9 14:47
online.shenkar.ac.il - 26/9 14:47
biscotti.co.il - 26/9 14:47
online3.talpiot.ac.il - 26/9 14:47
beitberl.ac.il - 26/9 14:47
biz.leumi.co.il - 26/9 14:47
dizengof-center.co.il - 26/9 14:47
kishrey-teufa.co.il - 26/9 14:47
machon-noam.co.il - 26/9 14:47
kley-zemer.co.il - 26/9 14:47
zappa-club.co.il - 26/9 14:47
river-bar.co.il - 26/9 14:47
nevo.co.il - 26/9 14:47
lemida.biu.ac.il - 26/9 14:47
mokedteva.co.il - 26/9 14:47
tamuseum.org.il/he - 26/9 14:47
sweetstore.co.il - 26/9 14:47
statistics.haifa.ac.il - 26/9 14:47
alumni.huji.ac.il - 26/9 14:47
simply-wood.co.il - 26/9 14:47
galil-elion.org.il - 26/9 14:47
blog.nli.org.il/en - 26/9 14:47
mybf.co.il/m - 26/9 14:47
mr.gov.il/ilgstorefront/en - 26/9 14:47
gpophoto.gov.il - 26/9 14:47
global.lahav.ac.il - 26/9 14:47
trust-moving.co.il - 26/9 14:47
naamat.org.il - 26/9 14:47
innovationisrael.org.il/tmura - 26/9 14:47
http://tiferes.co.il/airline-tickets - 26/9 13:31
rahan.co.il/en - 26/9 13:31
tiberias.muni.il - 26/9 10:28
ashkelon.muni.il - 26/9 10:28
jerusalem.muni.il - 26/9 10:28
nehalim.muni.il - 26/9 10:28
beer-sheva.muni.il - 26/9 10:28, 25/9 19:47
tzurhadassa.muni.il - 26/9 10:28
rishonlezion.muni.il - 26/9 10:29
kiryat-shmona.muni.il - 26/9 10:29
k-katav.co.il - 26/9 10:30
k-m.co.il - 26/9 10:30
ofracity.co.il - 26/9 10:30
beer-yakov.org.il - 26/9 10:30
mossad.gov.il - 26/9 10:30
bsh.co.il - 25/9 21:50
archives.gov.il - 25/9 18:29
qway.co.il - 25/9 11:15
konijo.hatkanot.co.il - 25/9 10:48
merkazherzog.org.il - 25/9 01:58
oref.org.il - 25/9 01:58
snowdogs.co.il - 24/9 22:50
leapopper.co.il - 24/9 22:47
iai.co.il - 24/9 17:27
btl.gov.il - 24/9 02:44
rsa.gov.il - 24/9 02:05
web.bgu.ac.il - 24/9 02:05

חדשות סייבר בישראל של שבוע שעבר - פה 👉🏻

שבוע טוב וחג שמח. ❤️

@TermuxIsrael2 #News",95172,1351412444,.id,https://t.me/c/1351412444/95172
2023-09-10 06:46:09+00:00,"SimpleX
היא לא P2P אלא יותר מעניין כולל יכולת לעבוד עם רשת onion והכל קוד פתוח 
אחד היתרונות אין id",91767,1351412444,.id,https://t.me/c/1351412444/91767
2023-09-09 14:19:21+00:00,"יו !
שניה.... אז התחילו באמת לרוץ עם סרטוני פורנו AI על ידוענים?
מפחיד
מי יודע אם הסרטון של סגנו של ז'. היה גם כזה
אבל עצם העובדה שהגענו למקום שזה בדיון מראה לאן הגיע מצב הAI והאינטרנט
במקביל world coin של open AI יכול אכן לעשות אימפלימנטציה של דרישה לגשת לאינטרנט רק באמצעות world id
ועל כך כתבתי אתמול 
שהעדר גבולות במרחב הקיברנטי באקספלויטס כמו פריצה למעייני הישועה יביא עוד שיטור של האח הגדול
כי זבי חותם עושים שטויות כאלה",91110,1351412444,.id,https://t.me/c/1351412444/91110
2023-09-03 18:49:10+00:00,"ודברים שאני מעוניין להסתיר לאחרונה עברתי להשתמש ב SimpleX 
היתרון שלה היא ללא פרטים אישים או לוגינים , לחלוטין בקוד פתוח כולל צד שרת , רשמית עובד עם רשתות onion
והכי חשוב ללא id קבוע",89858,1351412444,.id,https://t.me/c/1351412444/89858
2023-08-23 21:22:08+00:00,חחחחח שיגע אותי חסמתי אותו לפני שחשבתי על id,88890,1351412444,.id,https://t.me/c/1351412444/88890
2023-08-17 13:40:46+00:00,מצאתי את האתר הזה https://scannero.io/?region=JM&aff_id=ho_13770&utm_source=HasOffers&utm_medium=ho_13770&c=IL&city=Jerusalem&gAdwordsID=&offer_id=84&transaction_id=1027854a0fe4b67bd6af9c50726350&goal=fp&aff_sub=dv058nu30oskqduq25p8ue6s&aff_sub2=&aff_sub3=&aff_sub4=&aff_sub5=&utm_campaign=&brand=scannero,88264,1351412444,.id,https://t.me/c/1351412444/88264
2023-08-17 10:31:58+00:00,"אם אתה לא יכול להביס אותם, תאט אותם. 

האיש העשיר בעולם, איילון מאסק, מוצא דרכים יצירתיות לצמצם את (החשיפה ל) הביקורת עליו.

אז לחסום ולהגביל את מי שיוצא נגדו זה פגיעה בחופש הביטוי, אבל להאט קישורים לאתרים שמבקרים אותו באופן קבוע? זה כנראה בסדר. 
משתמש ב-Hacker News גילה כי X מאטה באופן קבוע ב-5 שניות את זמן ההפנייה והטעינה של לינקים למספר אתרי תוכן ועיתונים, המרבים לבקר את מאסק.

@TermuxIsrael2 #News",88243,1351412444,.id,https://t.me/c/1351412444/88243
2023-08-15 10:33:38+00:00,"https://id-ransomware.malwarehunterteam.com/

תכניס לכאו",88080,1351412444,.id,https://t.me/c/1351412444/88080
2023-08-14 18:52:48+00:00,"ואחרון חביב, אם אתה רק מחפש לראות איזה קבצים תופסים הכי מקום ולעשות לזה ויזואליזציה (כמו wiztree אם אתה מכיר) יש DiskUsage

https://play.google.com/store/apps/details?id=com.google.android.diskusage&hl=en&gl=US",88034,1351412444,.id,https://t.me/c/1351412444/88034
2023-08-14 18:51:36+00:00,"לחלופין יש DiskMaid

https://play.google.com/store/apps/details?id=eu.thedarken.sdm&hl=en_GB

אבל חלק מהפיצ׳רים שם בתשלום :(",88033,1351412444,.id,https://t.me/c/1351412444/88033
2023-08-14 18:46:33+00:00,https://play.google.com/store/apps/details?id=com.google.android.apps.nbu.files,88027,1351412444,.id,https://t.me/c/1351412444/88027
2023-08-14 00:30:48+00:00,"הרבה חורים פה
1. איך ביצעו העברות בנקאיות ועוד מהאפליקציה של הבנק, שככל הנראה הוא אמור גם לשם להשיג שם משתמש וסיסמא, לא?
2. להשיג גישה לתמונות זה כבר זירו דיי רציני, לא נשמע שחבר שלך ברמה של זה חח
3. גישה לרשתות חברתיות יכול להיות מהנדסה חברתית

אז השאלה שלך ל 1 היא שהוא יכול דרך הנדסה חברתית טובה מאוד.. מהאפליקציה קשה להאמין, התוקף צריך לטרגט את חבר שלך ברמה של קילוגר או גניבת סשן או הנדסה חברתית כדי להגיע לקבלת כספים

לגבי אפל ID.. סורי לא מבין בזה, יש פה אנשים שיכולים לענות לך",87935,1351412444,.id,https://t.me/c/1351412444/87935
2023-08-13 17:58:39+00:00,"אני לא חושב על זירו דיי אלא על דרך אחרת לנצל פריצה לאפל ID
זה החשוד העיקרי מבחינתי",87913,1351412444,.id,https://t.me/c/1351412444/87913
2023-08-13 17:55:33+00:00,גם אם הפריצה היא לאפל ID?,87907,1351412444,.id,https://t.me/c/1351412444/87907
2023-08-13 17:49:10+00:00,"חברים תשמעו קטע
חבר שלי עם אייפון פרצו לו היום למכשיר וביצעו העברות בנקאיות מהאפליקציה של הבנק ואישררו את העברה על ידי המכשיר

התוקפים גם השיגו שליטה לתמונות וגישה לרשתות החברתיות, בקיצור שליטה דיי רחבה במכשיר

מספר שאלות
1. בקטע פרקטי איך הבן אדם יכול לקבל את הכספים שהועברו מחשבון הבנק שלו?

2. בהנחה שהפריצה היתה לאפל ID איך אפשר לבצע פעולות באפליקציה על המכשיר ועיד לאשרר את העברה?",87898,1351412444,.id,https://t.me/c/1351412444/87898
2023-08-12 05:00:13+00:00,"החל מ-Google Chrome 116 תהיה תמיכה בהצפנה קוונטית 🤨

חברת Google מבטיחה להוסיף לדפדפן תמיכה באלגוריתמי הצפנה עמידים לתקיפות ממחשבים קוונטים. 

מדובר ב-Kyber-768 שאושר על ידי המכון הלאומי האמריקאי לתקנים וטכנולוגיה (NIST). 🇺🇸

ה-NIST בחרה ב-Kyber כמועמדת להצפנה כללית שתסייע בעתיד להתמודד עם איומי סייבר שקשורים למחשוב קוונטי.

@TermuxIsrael2 #News",87780,1351412444,.id,https://t.me/c/1351412444/87780
2023-08-07 21:40:25+00:00,"⚠️ Cyber attack on banks ⚠️

⚠️ 5th generation warfare ⚠️

Exposing 💊 The Truth ▪️ Chat ▪️ Facebook ▪️ Instagram",87183,1351412444,.id,https://t.me/c/1351412444/87183
2023-08-05 17:03:04+00:00,https://news.ycombinator.com/item?id=36888156,86815,1351412444,.id,https://t.me/c/1351412444/86815
2023-07-31 23:14:26+00:00,https://play.google.com/store/apps/details?id=com.openai.chatgpt,86386,1351412444,.id,https://t.me/c/1351412444/86386
2023-07-22 17:31:10+00:00,"חברת OpenAI משחררת את אפליקציית ה-Android שלה השבוע 📱

האפשרות להשתמש ב-ChatGPT ב-Android תהיה השבוע אך לא צוין תאריך ספציפי.
 
משתמשים שמעוניינים, יכולים להירשם בדף ההזמנה מראש של חנות Google Play כאן. 👉

@TermuxIsrael2 #News",85149,1351412444,.id,https://t.me/c/1351412444/85149
